0,"
"
1,!
2,""""
3,#
4,%
5,'
6,(
7,)
8,*
9,","
10,-
11,.
12,/
13,0
14,1
15,2
16,3
17,4
18,5
19,6
20,7
21,8
22,9
23,:
24,;
25,=
26,?
27,[
28,]
29,a
30,b
31,bʷ
32,c
33,d
34,dʷ
35,d͡ʒ
36,d͡ʒʷ
37,e
38,f
39,fʷ
40,g
41,h
42,hʷ
43,i
44,j
45,k
46,kʷ
47,kʼ
48,kʼʷ
49,l
50,lʷ
51,m
52,mʷ
53,n
54,o
55,p
56,pʼ
57,q
58,r
59,rʷ
60,s
61,sʷ
62,t
63,tʷ
64,tʼ
65,tʼʷ
66,t͡sʼ
67,t͡sʼʷ
68,t͡ʃ
69,t͡ʃʼ
70,u
71,v
72,w
73,x
74,y
75,z
76,zʷ
77,|
78,«
79,»
80,ə
81,ɡ
82,ɡʷ
83,ɨ
84,ɲ
85,ɲʷ
86,ʃ
87,ʒ
88,ዽ
89,፡
90,።
91,፣
92,፤
93,፥
94,፦
95,፫
96,፭
97,፰
98,፳
99,፻
100,–
101,—
102,•
103,‹
104,›
105,⁠
106,✔
