0,!
1,""""
2,#
3,%
4,&
5,'
6,(
7,)
8,*
9,+
10,","
11,-
12,.
13,/
14,0
15,1
16,2
17,3
18,4
19,5
20,6
21,7
22,8
23,9
24,:
25,;
26,<
27,=
28,>
29,?
30,@
31,[
32,]
33,_
34,`
35,a
36,b
37,c
38,d
39,d͡ʒ
40,e
41,f
42,h
43,i
44,j
45,k
46,l
47,m
48,n
49,o
50,p
51,q
52,s
53,t
54,t͡ʃ
55,u
56,v
57,w
58,x
59,y
60,z
61,{
62,|
63,}
64,
65,¢
66,­
67,ß
68,æ
69,ø
70,ɟ
71,ɡ
72,ɯ
73,ɰ
74,ɾ
75,ʃ
76,ʒ
77,́
78,̂
79,̄
80,σ
81,я
82,є
83,–
84,—
85,•
86,…
87,∂
88,∞
